name,id
hand_body_native:arvr_gk_nimble_disable_stp_audio_cue,4630006987407818752
hand_body_native:arvr_gk_nimble_remove_boundary_dets_mv,4630006987407622144
hand_body_native:arvr_gk_nimble_v204,4630006987408015360
hand_body_native:arvr_gk_nimble_v207_fast_acquisition,4630006987408343040
hand_body_native:arvr_gk_nimble_v85,4630006987407687680
hand_body_native:mg_middle_pinch,4630006987407949824
hand_body_native:oculus_mobile_adjust_capsense_joint_orientations,4630006987407556608
hand_body_native:oculus_nimble_gk_body_encoder_v2,4630006987407884288
hzos_files_sessionless:enable_action_view_open,4630011671874764800
hzos_files_sessionless:hzos_files_custom_resolver_dialog_enabled,4630011671874830336
hzos_files_sessionless:hzos_files_enable_app_preference_control,4630011671874633728
hzos_files_sessionless:hzos_files_enable_ootb_defaults,4630011671874699264
hzos_osconfig_sessionless:freshness_sampling_rate,4630854806972399616
hzos_rescue_party_native:disable_rescue_party,6935849143533305856
hzos_rescue_party_native:disable_rescue_party_factory_reset,6935849143533371392
hzos_rescue_party_native:disable_rescue_party_reboot,6935849143533436928
hzos_spatial_io_config_sessionless:spc_component_blocklist,4630570778369458176
hzos_spatial_io_config_sessionless:spc_component_blocklist_v203,4630570778369589248
hzos_system_native:cpuflow_telemetry,4630006933996765184
hzos_system_native:cpuflow_telemetry_collection_interval,4630288408973803520
hzos_system_native:cpuflow_telemetry_sample_interval,4630288408973869056
hzos_system_native:crashreporter_collect_sysprops,4630006933995323392
hzos_system_native:crashreporter_enable_wtf,4630006933994143744
hzos_system_native:crcs_config_list,4630569883946188800
hzos_system_native:crcs_controller_environment_lighting,4630006933990604800
hzos_system_native:crcs_cpu_dvfs_allowlist,4630569883944812544
hzos_system_native:crcs_devchoice,4630006933990670336
hzos_system_native:crcs_disable_dynamic_clock_algorithm,4630006933993488384
hzos_system_native:crcs_disable_shell_gpu_boost,6935849943204429824
hzos_system_native:crcs_dual_core_mode_enable,4630288408965808128
hzos_system_native:crcs_dynamic_battery_saver_target_watts,4630851358921719808
hzos_system_native:crcs_dynres_gpu_boost_690,4630006933990539264
hzos_system_native:crcs_enable_charging_clock_boost,4630006933996503040
hzos_system_native:crcs_enable_dynamic_battery_saver,4630006933990473728
hzos_system_native:crcs_enable_multitasking_clock_boost,4630006933996437504
hzos_system_native:crcs_enable_navigator_clock_boost,4630006933996240896
hzos_system_native:crcs_gpu_dvfs_aggressive_allowlist,4630569883944943616
hzos_system_native:crcs_gpu_dvfs_allowlist,4630569883944878080
hzos_system_native:crcs_mr_quest3_upclock,4630006933990801408
hzos_system_native:crcs_offline_cpus_during_suspend,4630006933990866944
hzos_system_native:crcs_per_app_power_mitigations,4630569883945140224
hzos_system_native:crcs_power_mitigations,4630569883944353792
hzos_system_native:crcs_system_mode_default,4630569883944419328
hzos_system_native:crcs_system_mode_experiment,4630569883944550400
hzos_system_native:crcs_system_mode_home_default,4630569883944484864
hzos_system_native:crcs_system_mode_home_experiment,4630569883944615936
hzos_system_native:crcs_telemetry_enabled,4630006933997223936
hzos_system_native:crcs_unpin_all_cores_app_allowlist,4630569883944681472
hzos_system_native:crcs_xr2g1_prime_core_app_allowlist,4630569883944747008
hzos_system_native:diagnostics_collector_user_journey,4630006933995978752
hzos_system_native:htp_dcvs_config,4630569883948285952
hzos_system_native:hzos_media_frameworks_custom_audio_focus_policy,4630006933994668032
hzos_system_native:hzos_minidump_generation,4630006933996830720
hzos_system_native:hzos_multi_audio_focus,4630288408970592256
hzos_system_native:lmkd_sync_reap,4630006933993619456
hzos_system_native:lmkd_use_meminfo_free_swap,4630006933994799104
hzos_system_native:memflow_heap_telemetry,4630006933993684992
hzos_system_native:memflow_heap_telemetry_threshold_kib,4630288408970526720
hzos_system_native:memflow_heap_telemetry_tick_rate,4630288408970461184
hzos_system_native:memflow_immersiveslaexp,4630006933993095168
hzos_system_native:memflow_immersiveslaexp_hard,4630288408969936896
hzos_system_native:memflow_immersiveslaexp_low,4630288408970002432
hzos_system_native:memflow_immersiveslaexp_soft,4630288408969871360
hzos_system_native:memflow_staticexp,4630006933990014976
hzos_system_native:memflow_staticexp_list,4630569883943239680
hzos_system_native:memflow_staticexp_tick_rate,4630288408969740288
hzos_system_native:memflow_sysexp,4630006933989556224
hzos_system_native:memflow_sysexp_deadband,4630851358919622656
hzos_system_native:memflow_sysexp_i_gain,4630851358919557120
hzos_system_native:memflow_sysexp_integral_max,4630851358919426048
hzos_system_native:memflow_sysexp_output_max,4630288408966397952
hzos_system_native:memflow_sysexp_output_min,4630288408966070272
hzos_system_native:memflow_sysexp_p_gain,4630851358919360512
hzos_system_native:memflow_sysexp_setpoint,4630851358919294976
hzos_system_native:memflow_sysexp_tick_rate,4630288408966332416
hzos_system_native:memflow_syssenpaiexp,4630006933989949440
hzos_system_native:memflow_syssenpaiexp_coeff_backoff,4630851358920212480
hzos_system_native:memflow_syssenpaiexp_coeff_probe,4630851358920409088
hzos_system_native:memflow_syssenpaiexp_interval,4630288408966856704
hzos_system_native:memflow_syssenpaiexp_max_backoff,4630851358920540160
hzos_system_native:memflow_syssenpaiexp_max_probe,4630851358919884800
hzos_system_native:memflow_syssenpaiexp_max_size,4630288408966594560
hzos_system_native:memflow_syssenpaiexp_min_size,4630288408967053312
hzos_system_native:memflow_syssenpaiexp_pressure,4630288408966922240
hzos_system_native:memflow_syssenpaiexp_tick_rate,4630288408969674752
hzos_system_native:memflow_telemetry,4630006933992701952
hzos_system_native:memflow_telemetry_tick_rate,4630288408969216000
hzos_system_native:memflow_throttle,4630006933992570880
hzos_system_native:memflow_throttle_duration_ms,4630288408969609216
hzos_system_native:memflow_throttle_tick_rate,4630288408969347072
hzos_system_native:oculus_insights_telemetry_client_parsing_enabled,4630006933994733568
hzos_system_native:oculus_mobile_orchestrator_gpu_telemetry_enabled,4630006933995061248
hzos_system_native:oculus_mobile_perfstream_gpu_metric,4630006933992046592
hzos_system_native:oculus_mobile_perfstream_gpu_metric_sample_rate_ms,4630288408968953856
hzos_system_native:oculus_mobile_perfstream_gpu_significance_threshold,4630851358922440704
hzos_system_native:oculus_ocui_enable_rdk,6935849943202594816
hzos_system_native:oculus_ocui_gaze_controls_enabled,4630006933995520000
hzos_system_native:oculus_ocui_rlds_version,4630288408968691712
hzos_system_native:oculus_si_aec_block_muxmode_transition,4630006933989031936
hzos_system_native:oculus_si_hrt_in_color_translator_2,4630006933994471424
hzos_system_native:oculus_telemetry_cc_migration,4630006933994274816
hzos_system_native:oculus_telemetry_enable_perfstream_statsd_reporting,4630006933994012672
hzos_system_native:oculus_telemetry_event_throughput_counters,4630006933996044288
hzos_system_native:oculus_telemetry_low_latency_budget_multiplier,4630851358924734464
hzos_system_native:oculus_telemetry_quota_enable,4630006933991653376
hzos_system_native:oculus_telemetry_rate_limiter_disable,4630006933994930176
hzos_system_native:oculus_telemetry_session_ondemand,6935849943202660352
hzos_system_native:oculus_telemetry_unified_config_manager,4630006933995388928
hzos_system_native:oculus_telemetry_upload_budget_enable,4630006933996961792
hzos_system_native:oculus_telemetry_upload_budget_enforce,4630006933996896256
hzos_system_native:orchestrator_budget_enforcement_mode,4630569883947958272
hzos_system_native:orchestrator_swm_config,4630288408973737984
hzos_system_native:oscontrol_ondemand_remote_config_enabled,4630006933994405888
hzos_system_native:telemetry_quota_default_per_process_bytes_per_minute,4630288408970919936
hzos_system_native:xr_external_display_strata,4630006933991915520
hzos_system_sessionless:adc_ethernet_over_usb_enabled,4630006934262185984
hzos_system_sessionless:app_zoom_window_sizing_enabled,4630006934259761152
hzos_system_sessionless:attestation_connectivity_check_killswitch,4630006934262644736
hzos_system_sessionless:attestation_error_message_ks,4630006934262710272
hzos_system_sessionless:bluetooth_battery_notification,4630006934263169024
hzos_system_sessionless:bluetooth_peripheral_doze_disconnect,4630006934260154368
hzos_system_sessionless:bluetooth_qqp_apple_proximity_pair,4630006934261858304
hzos_system_sessionless:bluetooth_qqp_fastpair,4630006934257860608
hzos_system_sessionless:bluetooth_qqp_swiftpair,4630006934257795072
hzos_system_sessionless:bt_connection_telemetry_enabled,4630006934262775808
hzos_system_sessionless:bt_pairing_telemetry_enabled,4630006934262841344
hzos_system_sessionless:bugreporter_collect_sysprops,4630006934262251520
hzos_system_sessionless:consumer_pha_periodic_killswitch,4630006934262579200
hzos_system_sessionless:critical_battery_threshold,4630288409235881984
hzos_system_sessionless:datausage_max_lookback_ms,4630288409239748608
hzos_system_sessionless:datausage_stateful_lookback_enabled,4630006934263103488
hzos_system_sessionless:device_access_enable_uat_cache,4630006934258909184
hzos_system_sessionless:enable_metacam_screen_recording_signal,4630006934260088832
hzos_system_sessionless:enable_qr_code_scanner,4630006934257401856
hzos_system_sessionless:enable_system_server_dedicated_cpuset,6935849943475814400
hzos_system_sessionless:full_battery_threshold,4630288409235750912
hzos_system_sessionless:gk_consumer_pha_apk_backup,4630006934259236864
hzos_system_sessionless:gk_package_manifest_generation_killswitch_aosp,4630006934259695616
hzos_system_sessionless:hax_biometric_prompt_inmarket,4630006934259630080
hzos_system_sessionless:hax_biometric_prompt_inmarket_allowlist,4630569884215476224
hzos_system_sessionless:hologram_hzos_api_enabled,4630006934262382592
hzos_system_sessionless:hzos_autofill_saveui_volumetric_enabled,4630006934261202944
hzos_system_sessionless:hzos_bluetooth_messaging,4630006934260482048
hzos_system_sessionless:hzos_enable_pca_link,4630006934257729536
hzos_system_sessionless:hzos_multi_audio_focus,4630288409235685376
hzos_system_sessionless:hzos_network_monitor,4630006934260613120
hzos_system_sessionless:hzos_stats_allowed_atom_ids,4630569884211937280
hzos_system_sessionless:hzos_stats_allowed_config_ids,4630569884212002816
hzos_system_sessionless:hzos_stats_max_config_count,4630288409235357696
hzos_system_sessionless:hzos_volumetric_mega_display_disabled,4630006934259957760
hzos_system_sessionless:hzos_vrui_keyguard_disabled,4630006934259826688
hzos_system_sessionless:hzos_wifi_auto_low_latency_enabled,4630006934261923840
hzos_system_sessionless:hzos_wifi_concurrent_local_and_internet,4630006934260416512
hzos_system_sessionless:hzos_wifi_local_and_internet,4630006934260350976
hzos_system_sessionless:hzos_wifi_make_before_break,4630006934258384896
hzos_system_sessionless:hzos_wifi_partial_initial_scan_enabled,6935849943476142080
hzos_system_sessionless:inauth_detection,4630006934260875264
hzos_system_sessionless:inauth_enforcement,4630006934260809728
hzos_system_sessionless:inauth_uninstall_auth_package,4630006934261006336
hzos_system_sessionless:launch_check_salsa_untrusted_binary_check_enabled,4630006934261661696
hzos_system_sessionless:low_battery_threshold,4630288409235816448
hzos_system_sessionless:migrated_activity_size_enabled,4630006934259499008
hzos_system_sessionless:multi_user_phone_profiles_mng_enable,4630006934258450432
hzos_system_sessionless:notification_format_flow_enabled,4630006934260219904
hzos_system_sessionless:oc_inauthenticity_enforcement,4630006934259367936
hzos_system_sessionless:oc_inauthenticity_enforcement_aosp,4630006934260678656
hzos_system_sessionless:oc_inauthenticity_enforcement_dialog,4630006934260744192
hzos_system_sessionless:oc_welcome_screen_hide_add_user_when_locked,4630006934259892224
hzos_system_sessionless:oculus_hzos_wifi_partial_initial_scan_enabled,6935849943476207616
hzos_system_sessionless:oculus_telemetry_modular_canonicals,4630006934260285440
hzos_system_sessionless:oculus_telemetry_notifier_queue_and_retry,4630006934259433472
hzos_system_sessionless:osconfig_memory_opt,4630006934258122752
hzos_system_sessionless:osconfig_retry_kill_delay_secs,4630288409234964480
hzos_system_sessionless:osconfig_retry_kill_max_attemps,4630288409234898944
hzos_system_sessionless:osconfig_sync_period_hours,4630288409235030016
hzos_system_sessionless:panel_app_loading_icon_enabled,6935849943477256192
hzos_system_sessionless:power_off_menu_redesign_enabled,4630006934260023296
hzos_system_sessionless:qe_consumer_pha_detection,4630006934259302400
hzos_system_sessionless:rescue_party_packages_allowlist,4630569884212133888
hzos_system_sessionless:rescue_party_use_packages_allowlist,4630006934258778112
hzos_system_sessionless:shutdown_activity_hide_learn_more,4630006934257467392
hzos_system_sessionless:synchronous_activity_launch_enabled,4630006934261071872
hzos_system_sessionless:test_mdc_to_adc_sync_serbanu,4630006934257336320
hzos_system_sessionless:vr_bt_improvements,4630006934262906880
hzos_system_sessionless:vros_display_evo_enabled,4630006934261792768
hzos_system_sessionless:vrshell_resource_protection,4630006934257598464
hzos_university_codelab_sessionless:codelab_led_color_btham,4630286842645643264
hzos_university_codelab_sessionless:codelab_led_color_deanwsmith,4630286842645118976
hzos_university_codelab_sessionless:codelab_led_color_ebold,4630286842644725760
hzos_university_codelab_sessionless:codelab_led_color_habo,4630286842644791296
hzos_university_codelab_sessionless:codelab_led_color_jorlow,4630286842644922368
hzos_university_codelab_sessionless:codelab_led_color_khale1004,4630286842645381120
hzos_university_codelab_sessionless:codelab_led_color_khushalmodi,4630286842645512192
hzos_university_codelab_sessionless:codelab_led_color_ruslash,4630286842645708800
hzos_university_codelab_sessionless:codelab_led_color_sergeyn,4630286842645315584
hzos_university_codelab_sessionless:codelab_led_color_simonramage,4630286842645577728
hzos_university_codelab_sessionless:enable_led_feature,4630005367667949568
hzos_vendor_native:dont_balance_anon_file_reclaim,4630006930768396288
hzos_vendor_native:enable_tracking_service_min_memory_bytes,4630006930767675392
hzos_vendor_native:htp_dcvs_config,4630569880722604032
hzos_vendor_native:hzos_ext_enforce_rt,4630006930768920576
hzos_vendor_native:hzos_ext_mem_haircut,4630288405745958912
hzos_vendor_native:hzos_ext_srq_idle,4630006930768855040
hzos_vendor_native:hzos_xr_controller_tal,4630006930768986112
hzos_vendor_native:kswapd_boost_factor,4630288405744517120
hzos_vendor_native:kswapd_extra_kbytes,4630288405744582656
hzos_vendor_native:kswapd_scale_factor,4630288405744648192
hzos_vendor_native:oculus_emulated_gamepad,4630006930769051648
hzos_vendor_native:oculus_emulated_gamepad_kill_switch,4630006930769641472
hzos_vendor_native:oculus_hybrid_hand_controller_transition,4630006930769575936
hzos_vendor_native:perfstream_battery_events_enabled,6935849939983204352
hzos_vendor_native:sched_swqueue_on_yield,4630006930768789504
hzos_vendor_native:sensor_service_startup_memory_reclaim_bytes,4630288405746024448
hzos_vendor_native:sensorservice_imu_skip_count,4630288405746089984
hzos_vendor_native:tracking_service_min_memory_bytes,4630288405744451584
hzos_vendor_native:use_zswap,4630006930768003072
hzos_vendor_native:zram_comp_algorithm,4630569880722866176
hzos_vendor_native:zswap_accept_threshold_percent,4630288405745238016
hzos_vendor_native:zswap_compressor,4630569880721883136
hzos_vendor_native:zswap_flash_file_size,4630288405744779264
hzos_vendor_native:zswap_max_pool_pct,4630288405744844800
hzos_vendor_native:zswap_zpool,4630569880722014208
lmkd_native:critical,4630288914698207232
lmkd_native:critical_upgrade,4630007439721234432
lmkd_native:downgrade_pressure,4630288914698403840
lmkd_native:kill_heaviest_task,4630007439721299968
lmkd_native:kill_timeout_ms,4630288914698534912
lmkd_native:low,4630288914698338304
lmkd_native:medium,4630288914698272768
lmkd_native:psi_complete_stall_ms,4630288914698600448
lmkd_native:psi_partial_stall_ms,4630288914698665984
lmkd_native:stall_limit_critical,4630288914698731520
lmkd_native:swap_free_low_percentage,4630288914698797056
lmkd_native:swap_util_max,4630288914698862592
lmkd_native:thrashing_limit,4630288914698928128
lmkd_native:thrashing_limit_critical,4630288914698993664
lmkd_native:thrashing_limit_decay,4630288914699059200
lmkd_native:upgrade_pressure,4630288914698469376
lmkd_native:use_minfree_levels,4630007439721365504
lmkd_native:use_new_strategy,6935850448936108032
lmkd_native:use_psi,6935850448935124992
mcs_e2e_testing_config:bool1,6935838469197398016
mcs_e2e_testing_config:bool2,4629995459983769600
mcs_e2e_testing_config:double1,4630839884913967104
mcs_e2e_testing_config:double2,4630839884914032640
mcs_e2e_testing_config:int1,4630276934960676864
mcs_e2e_testing_config:int2,4630276934960742400
mcs_e2e_testing_config:string1,4630558409937518592
mcs_e2e_testing_config:string2,4630558409937649664
mcs_sessionless_config:api_2_consistency_logging_sample_rate,4630839913100410880
mcs_sessionless_config:enable_api_one_consistency_logging,4629995488169426944
mcs_sessionless_config:enable_emergency_push,4629995488170344448
mcs_sessionless_config:force_config_table_upgrades,6935838497383841792
mcs_sessionless_config:params_map_comparison_job_delay_millis,4630276963146596352
mcs_sessionless_config:run_params_map_comparison_job,4629995488169951232
mcs_sessionless_config:should_reinitialize_managers,4629995488170016768
mcs_sessionless_config:try_use_single_params_map,4629995488169754624
mcs_sessionless_config:use_safe_init,4629995488170213376
mdcc_needle_check:boolean_1,4630003255618568192
mdcc_needle_check:boolean_1_false,6935846264832524288
mdcc_needle_check:boolean_2,4630003255618633728
mdcc_needle_check:boolean_2_false,6935846264832589824
mdcc_needle_check:boolean_3,4630003255618699264
mdcc_needle_check:boolean_4,4630003255618764800
mdcc_needle_check:double_1,4630847680547913728
mdcc_needle_check:double_2,4630847680548044800
mdcc_needle_check:double_3,4630847680548175872
mdcc_needle_check:double_4,4630847680548306944
mdcc_needle_check:long_1,4630284730595016704
mdcc_needle_check:long_2,4630284730595082240
mdcc_needle_check:long_3,4630284730595147776
mdcc_needle_check:long_4,4630284730595213312
mdcc_needle_check:string_1,4630566205571268608
mdcc_needle_check:string_2,4630566205571399680
mdcc_needle_check:string_3,4630566205571530752
mdcc_needle_check:string_4,4630566205571661824
media_native:render_metrics_enabled,4630005684421787648
media_native:tracked_error_code,4630287159398563840
media_native:use_ui_base_gralloc,4630005684421918720
mr_service_native:oculus_mr_occlusion_link_use_service_depth_api,4630006933452095488
mr_service_native:oculus_ptol_rendered_on_hmd,6935849942665723904
mr_service_sessionless:scene_ebad_enable_objects_surfaces_metrics,4630006933720465408
mr_service_sessionless:scene_ebad_object_surfaces_metrics_scan_end_only,4630006933720530944
ocms_installer_sessionless:install_nux_blocking_apps_in_foreground,4630008021152497664
ocms_installer_sessionless:ocms_enable_installer_singleuser_dedupe,4630008021152432128
ocms_sessionless_config:entitlement_channel_system_enabled,4629998060049530880
ocms_sessionless_config:entitlement_v2_device_setup_enabled,4629998060049661952
ocms_sessionless_config:entitlement_v2_device_setup_enabled_v64,4629998060049858560
ocms_sessionless_config:entitlement_v2_is_logged_in_check_delay_seconds,4630279535026700288
ocms_sessionless_config:entitlement_v2_q4b_resume_remote_config_after_reboot,6935841069263618048
ocms_sessionless_config:high_priority_categories,4630561010004721664
ocms_sessionless_config:hms_3p_mdm_support_in_ocms,4629998060051234816
ocms_sessionless_config:installer_fsync_page_cache_writes,4629998060051693568
ocms_sessionless_config:installer_q4b_reboot_resume_enabled,6935841069263486976
ocms_sessionless_config:installer_use_direct_io,4629998060051431424
ocms_sessionless_config:installer2_q4b_oc_cdn_auth_enabled,4629998060049596416
ocms_sessionless_config:ocms_image_cache_for_sideloaded_apps,4629998060051365888
ocms_sessionless_config:unused_param_to_regen_hash,4629998060049727488
oculus_default_app_installs:new_default_app_min_space_requirement,4630290287745433600
oculus_default_app_installs:nux_blocking_app_install_max_attempts,4630290287745302528
oculus_default_app_installs:nux_blocking_app_install_retry_seconds_table,4630571762722078720
oculus_deviceconfig_service_sessionless:disable_saved_packages_verification_job,4630000638104502272
oculus_deviceconfig_service_sessionless:enable_service_side_push,4630000638103650304
oculus_deviceconfig_service_sessionless:ep_idle_duration_to_reboot_minutes,4630282113081016320
oculus_deviceconfig_service_sessionless:limit_service_side_push_packages,6935843647317409792
oculus_deviceconfig_service_sessionless:saved_packages_verification_job_initial_delay_secs,4630282113081081856
oculus_deviceconfig_service_sessionless:saved_packages_verification_job_periodic_delay_secs,4630282113081147392
oculus_deviceconfig_service_sessionless:service_side_push_priority_packages,4630563588057202688
oculus_deviceconfig_service_sessionless:should_include_ota_version,4630000638104174592
oculus_first_time_nux_sessionless:enable_apps_force_stop_for_relogin,4629992633359269888
oculus_first_time_nux_sessionless:enable_frl,4629992633358352384
oculus_first_time_nux_sessionless:enable_frl_device_code,4629992633358745600
oculus_first_time_nux_sessionless:enable_frl_force_logout_relogin,4629992633359007744
oculus_first_time_nux_sessionless:enable_managed_meta_account,6935835642573094912
oculus_first_time_nux_sessionless:enable_managed_meta_account_internal_users,4629992633360121856
oculus_first_time_nux_sessionless:enable_q4b_closed_beta_3,4629992633359073280
oculus_first_time_nux_sessionless:enable_q4b_device_access_token,4629992633359335424
oculus_first_time_nux_sessionless:enable_q4b_open_beta,6935835642572374016
oculus_first_time_nux_sessionless:enable_q4b_open_beta_persist_token,4629992633358876672
oculus_first_time_nux_sessionless:enable_q4b_sso_endpoint_for_work_vrprofile,4629992633360252928
oculus_first_time_nux_sessionless:enable_salsa,4629992633359204352
oculus_first_time_nux_sessionless:enable_wait_for_deviceconfig,4629992633360580608
oculus_first_time_nux_sessionless:enable_wp,4629992633358417920
oculus_first_time_nux_sessionless:enabled_panther_d0_nux,4629992633360711680
oculus_first_time_nux_sessionless:local_account_feature_mc_enabled,4629992633358483456
oculus_first_time_nux_sessionless:mu_qr_code_login,4629992633361498112
oculus_first_time_nux_sessionless:oculus_blocking_relogin,4629992633360187392
oculus_first_time_nux_sessionless:oculus_company_control_on_device_settings,6935835642573422592
oculus_first_time_nux_sessionless:oculus_settings_mma_add_account,6935835642573160448
oculus_first_time_nux_sessionless:oculus_simple_device_code_screen,4629992633360384000
oculus_first_time_nux_sessionless:q4b_meta_device_pairing_url,4630555583312560128
oculus_first_time_nux_sessionless:q4b_nux_shared_mode_reboot_countdown_ms,4630274108337160192
oculus_first_time_nux_sessionless:wait_for_deviceconfig_timeout_ms,4630274108337356800
oculus_first_time_nux_sessionless:wifi_connection_update_ms_timeout,4630274108336701440
oculus_horizon_sessionless:threshold_for_logging_scheduled_jobs_horizonapk,4630292484352638976
oculus_journeys_and_framework_settings_experiments:oculus_controller_pairing_settings_entry_point,4630000846141128704
oculus_multiuser:enable_web_based_secondary_user_gk,6935844264182022144
oculus_multiuser:oc_multi_user_guest_user_enabled,4630001254968721408
oculus_multiuser:oc_sessionless_secondary_user_tw_support,4630001254968590336
oculus_multiuser:oc_sessionless_welcome_screen_enabled,4630001254968786944
oculus_multiuser:oculus_enable_lockscreen_with_user_switcher_ui,4630001254968393728
oculus_privacy_experiences_sessionless:oc_selected_media_access,4630008802568044544
oculus_q4b_kiosk_home_release_sessionless:kiosk_home_auto_updater_enabled,6935842449021992960
oculus_q4b_kiosk_home_release_sessionless:kiosk_home_default_app_version,4630562389761196032
oculus_q4b_kiosk_home_release_sessionless:kiosk_home_dev_enabled,4629999439808102400
oculus_q4b_kiosk_home_release_sessionless:kiosk_home_dev_package,4630562389761392640
oculus_q4b_kiosk_home_release_sessionless:kiosk_home_install_package,4630562389761261568
oculus_q4b_kiosk_home_release_sessionless:kiosk_home_rollout_enabled,4629999439808036864
oculus_q4b_kiosk_home_release_sessionless:kiosk_home_rollout_package,4630562389761327104
oculus_q4b_kiosk_home_release_sessionless:kiosk_home_single_app_mode_enabled,4629999439808233472
oculus_q4b_kiosk_home_release_sessionless:kiosk_home_stub_version,4630562389761589248
oculus_q4b_sessionless:admin_initiated_casting_enabled,4629992991991660544
oculus_q4b_sessionless:aosp_device_logs,4629992991993757696
oculus_q4b_sessionless:app_backup_enabled,4629992991989694464
oculus_q4b_sessionless:app_library_as_home_for_q4b,4629992991988711424
oculus_q4b_sessionless:app_store_launch_restricted_learn_more_link,4630555941942394880
oculus_q4b_sessionless:appstore_access_control_enabled,6935836001202274304
oculus_q4b_sessionless:force_update_system_enabled,4629992991993233408
oculus_q4b_sessionless:frl_q4b_quarantine_device,4629992991988514816
oculus_q4b_sessionless:hms_device_dlp_mvp,4629992991993495552
oculus_q4b_sessionless:hms_device_managed_browser,4629992991993626624
oculus_q4b_sessionless:hms_device_oc_universe_anduril_v1,4629992991993823232
oculus_q4b_sessionless:hms_disable_non_essential_telemetry,4629992991993561088
oculus_q4b_sessionless:hms_launch_checks_migration_enabled,4629992991994675200
oculus_q4b_sessionless:hms_managed_default_experience_m3,4629992991994150912
oculus_q4b_sessionless:hms_offline_vpn_enabled,4629992991993954304
oculus_q4b_sessionless:hms_span_enabled,4629992991993298944
oculus_q4b_sessionless:horizon_system_update_enabled,4629992991993167872
oculus_q4b_sessionless:hw_fbns_standalone,4629992991991857152
oculus_q4b_sessionless:kiosk_extended_inactivity_timeout,4629992991991332864
oculus_q4b_sessionless:kiosk_home_dev_enabled,4629992991989432320
oculus_q4b_sessionless:kiosk_home_dev_package,4630555941942919168
oculus_q4b_sessionless:kiosk_home_install_package,4630555941942525952
oculus_q4b_sessionless:kiosk_home_rollout_enabled,4629992991989301248
oculus_q4b_sessionless:kiosk_home_rollout_package,4630555941942657024
oculus_q4b_sessionless:kiosk_home_stub_version,4630555941942984704
oculus_q4b_sessionless:kiosk_nux_v2_enabled,6935836001203453952
oculus_q4b_sessionless:kiosk_nux_v3_enabled,4629992991990153216
oculus_q4b_sessionless:legacy_xr_set_default_application,6935836001206140928
oculus_q4b_sessionless:mdm_device_config_managed_apps_enabled,4629992991989956608
oculus_q4b_sessionless:mdm_mixed_mode_enabled,4629992991988449280
oculus_q4b_sessionless:mma_controls_cache_enabled,6935836001207582720
oculus_q4b_sessionless:oemconfig_based_mac_randomization_enabled,4629992991991005184
oculus_q4b_sessionless:oemconfig_based_notifications_enabled,4629992991990218752
